Match Number,Round Number,Date,Location,Home Team,Away Team,Result
1,1,01/03/2026 02:15,Allegiant Stadium,Knights,Cowboys,28 - 18
2,1,01/03/2026 04:30,Allegiant Stadium,Bulldogs,Dragons,15 - 14
3,1,05/03/2026 09:00,AAMI Park,Storm,Eels,52 - 4
4,1,06/03/2026 07:00,Go Media Stadium,Warriors,Roosters,42 - 18
5,1,06/03/2026 09:00,Suncorp Stadium,Broncos,Panthers,0 - 26
6,1,07/03/2026 06:30,Ocean Protect Stadium,Sharks,Titans,50 - 10
7,1,07/03/2026 08:35,4 Pines Park,Sea Eagles,Raiders,28 - 29
8,1,08/03/2026 05:05,Suncorp Stadium,Dolphins,Rabbitohs,30 - 40
9,2,12/03/2026 09:00,Suncorp Stadium,Broncos,Eels,32 - 40
10,2,13/03/2026 07:00,Go Media Stadium,Warriors,Raiders,40 - 6
11,2,13/03/2026 09:00,Allianz Stadium,Roosters,Rabbitohs,26 - 18
12,2,14/03/2026 04:00,Leichhardt Oval,Wests Tigers,Cowboys,44 - 16
13,2,14/03/2026 06:30,WIN Stadium,Dragons,Storm,20 - 46
14,2,14/03/2026 08:35,Carrington Park,Panthers,Sharks,26 - 6
15,2,15/03/2026 05:05,4 Pines Park,Sea Eagles,Knights,16 - 36
16,2,15/03/2026 07:15,Suncorp Stadium,Dolphins,Titans,18 - 14
17,3,19/03/2026 09:00,GIO Stadium,Raiders,Bulldogs,10 - 14
18,3,20/03/2026 07:00,Allianz Stadium,Roosters,Panthers,4 - 40
19,3,20/03/2026 09:00,AAMI Park,Storm,Broncos,14 - 18
20,3,21/03/2026 04:00,McDonald Jones Stadium,Knights,Warriors,12 - 38
21,3,21/03/2026 06:30,Ocean Protect Stadium,Sharks,Dolphins,10 - 38
22,3,21/03/2026 08:35,Polytec Stadium,Rabbitohs,Wests Tigers,20 - 16
23,3,22/03/2026 05:05,CommBank Stadium,Eels,Dragons,30 - 20
24,3,22/03/2026 07:15,Queensland Country Bank Stadium,Cowboys,Titans,30 - 16
