2022,FNB UWC,,,FNB UP-Tuks,14.03.2022,UWC Stadium
2022,FNB UJ,,,FNB Wits,14.03.2022,UJ Stadium
2022,FNB CUT Ixias,,,FNB Maties,14.03.2022,CUT Rugby Stadium
2022,FNB UFS Shimlas,,,FNB NWU Eagles,14.03.2022,Shimla Park
2022,FNB UCT Ikeys,,,FNB Madibaz,14.03.2022,UCT Rugby Fields
2022,FNB Wits,,,FNB UWC,21.03.2022,Wits Rugby Stadium
2022,FNB Maties,,,FNB NWU Eagles,21.03.2022,Danie Craven Stadium
2022,FNB UP-Tuks,,,FNB CUT Ixias,21.03.2022,Tuks Stadium
2022,FNB UFS Shimlas,,,FNB UCT Ikeys,21.03.2022,Shimla Park
2022,FNB Madibaz,,,FNB UJ,21.03.2022,Madibaz Stadium
2022,FNB Madibaz,36,26,FNB CUT Ixias,07.03.2022,Madibaz Stadium
2022,FNB NWU Eagles,17,8,FNB UP-Tuks,07.03.2022,Fanie du Toit Sports Ground
2022,FNB Maties,40,38,FNB UJ,07.03.2022,Danie Craven Stadium
2022,FNB Wits,53,31,FNB UFS Shimlas,07.03.2022,Wits Rugby Stadium
2022,FNB UCT Ikeys,51,26,FNB UWC,07.03.2022,UCT Rugby Fields
2022,FNB NWU Eagles,26,35,FNB UCT Ikeys,14.02.2022,Fanie du Toit Sports Grounds
2022,FNB UP-Tuks,9,19,FNB Maties,14.02.2022,Tuks Stadium
2022,FNB UWC,16,56,FNB UFS Shimlas,14.02.2022,UWC Stadium
2022,FNB Wits,31,20,FNB Madibaz,14.02.2022,Wits Rugby Stadium
2022,FNB CUT Ixias,44,44,FNB UJ,14.02.2022,CUT Rugby Stadium
2022,FNB NWU Eagles,40,19,FNB UWC,21.02.2022,Fanie du Toit Sports Ground
2022,FNB UFS Shimlas,50,28,FNB Maties,21.02.2022,Shimla Par
2022,FNB UCT Ikeys,26,24,FNB UJ,21.02.2022,UCT Rugby Fields
2022,FNB Madibaz,6,22,FNB UP-Tuks,21.02.2022,Madibaz Stadium
2022,FNB Wits,20,18,FNB CUT Ixias,21.02.2022,Wits Rugby Stadium
2022,FNB CUT Ixias,27,48,FNB UFS Shimlas,28.02.2022,CUT Rugby Stadium
2022,FNB UP-Tuks,38,30,FNB UCT Ikeys,28.02.2022,Tuks Stadium
2022,FNB Maties,37,10,FNB Wits,28.02.2022,Danie Craven Stadium
2022,FNB UJ,35,14,FNB NWU Eagles,28.02.2022,UJ Stadium
2022,FNB UWC,60,26,FNB Madibaz,28.02.2022,UWC Stadium
